id,data,date,user_id,sentiment_class,Negative,Neutral,Positive
1650,"My husband asked me if there was anything he could do to help me. I told him yes, he could help screw on the cabinet door I just painted, but to be careful because I don't want it scraped and the screw isn't going in right. He started to slip a little and I again told him to be careful. Then, he slipped again, really hard, scraping the paint pretty deep. I got extremely angry and started to yell and cuss at him and telling him he was useless. Later I realized it was a bit much. I was tired, worked extremely hard, and he tried to be nice and help me. Calling him useless was mean and undeserved because he wasn't useless if he was really trying to help.",2022-01-13 21:02:58,8,Neutral,0.10871826,0.76060414,0.13067764
1651,"Essentially, my wife is leaving me and there isn't anything I can say or do to stop it.",2022-05-21 20:47:42,8,Neutral,0.06966501,0.65166575,0.2786692
1652,The family may turn away from me.,2022-07-07 12:11:19,8,Neutral,0.90630907,0.0857953,0.007895753
1653,i know how to share and am not greedy,2022-06-15 04:42:12,8,Neutral,0.25540024,0.35039482,0.3942049
1654,I haven't been disciplined enough to apply minimal effort to basic skills.,2021-12-18 19:28:13,8,Neutral,0.80836,0.17332697,0.018313041
1655,Impatient.,2022-05-26 04:17:51,8,Neutral,0.8595668,0.12240468,0.018028492
1656,I would say hello or speak at the acquaintance in a friendly way to get their attention. ,2022-08-25 09:14:50,8,Neutral,0.6948671,0.28073797,0.024394967
1657,I will feel like a failure.,2022-06-14 22:11:22,8,Neutral,0.2374439,0.6368219,0.1257342
1658,He may leave me.,2021-10-09 02:27:19,8,Neutral,0.9718649,0.025412679,0.0027224682
1659,People don't want to be around me.,2022-05-11 05:50:32,8,Neutral,0.9292233,0.063089736,0.0076869167
1660,i am in place where i am stranger,2022-01-12 22:14:02,8,Neutral,0.723532,0.26714107,0.009326887
1661,Time to move on,2022-07-23 09:09:04,8,Neutral,0.07283633,0.59497464,0.332189
1662,I'm never gonna get it,2021-11-11 07:33:56,8,Neutral,0.8560644,0.13352863,0.010407035
1663,That I am dull,2021-09-26 08:35:41,8,Neutral,0.70298755,0.28937936,0.007633081
1664,That I'm not as interesting as other people at the party,2021-11-12 14:08:00,8,Neutral,0.8322607,0.15140325,0.016336067
1665,stop being friendly with him.,2022-06-04 17:39:54,8,Neutral,0.038819704,0.49316928,0.468011
1666,I come on to strong.,2022-04-07 03:24:15,8,Neutral,0.66682756,0.3142047,0.01896779
1667,"I would be a little mad that i was unemployed, but it wouldnt bother me much",2022-05-06 23:44:52,8,Neutral,0.9140804,0.080787525,0.005132127
1668,Frustrated,2022-04-22 00:51:21,8,Neutral,0.6570193,0.3235521,0.019428512
1669,How will I pay my bills?,2022-02-18 07:31:47,8,Neutral,0.9480139,0.049766768,0.0022192972
1670,I would get the hell back to work!,2022-08-25 09:16:56,8,Neutral,0.8130879,0.18004085,0.006871331
1671,discouraged,2022-07-15 13:04:38,8,Neutral,0.3089865,0.61749417,0.073519304
1672,I did not get a job for which I applied,2022-06-20 16:11:31,8,Neutral,0.9360366,0.058607195,0.0053562312
1673,The job I applied for was filled.,2022-06-13 02:53:57,8,Neutral,0.6067094,0.3352025,0.058088046
1674,Sad,2021-11-24 03:52:04,8,Neutral,0.30874074,0.5349961,0.15626316
1675,Because she doesn't share the same feelings I do,2022-07-12 15:01:08,8,Neutral,0.8364967,0.14345588,0.020047441
1676,I will become homeless,2021-12-02 20:18:06,8,Neutral,0.9176051,0.07729753,0.0050973827
1677,I will get fired.,2022-06-29 14:54:46,8,Neutral,0.8823006,0.11127844,0.0064208936
1678,not being waved back,2022-07-21 11:06:02,8,Neutral,0.93488455,0.05942751,0.005687912
1679,I'd accept the situation and look for a different type of job that didn't involve selling to the public.,2022-02-21 04:47:09,8,Neutral,0.87115866,0.123337336,0.0055040726
1680,I received a subpar quiz score in a class.,2022-08-25 17:27:36,8,Neutral,0.01005798,0.3979232,0.5920188
1681,Guilty,2022-05-12 08:13:12,8,Neutral,0.8388925,0.15520959,0.0058979173
1682,Having anxiety about completing the tasks.,2022-08-27 15:09:08,8,Neutral,0.88629,0.10469061,0.009019373
1683,I'm not smart because I can't think of anything to write.,2021-09-18 01:56:03,8,Neutral,0.040372998,0.6543355,0.3052915
1684,embarrassment.,2022-01-27 20:30:05,8,Neutral,0.70858055,0.27388227,0.017537167
1685,Sad,2021-10-04 11:15:47,8,Neutral,0.97152025,0.026344167,0.002135639
1686,No one will ever want me and I'll be alone,2021-09-05 19:59:38,8,Neutral,0.89216155,0.09957761,0.008260829
1687,"I must be stupid, I can't complete this simple assignment. ",2021-10-27 07:41:57,8,Neutral,0.9617268,0.034911405,0.0033617762
1688,All the hard work I've put into my education and work experience has not been enough.,2022-02-10 08:07:14,8,Neutral,0.43722653,0.5316913,0.031082137
1689,I would be without a job.,2022-02-03 18:45:20,8,Neutral,0.7985736,0.17381062,0.02761575
1690,rejected,2021-11-11 06:45:31,8,Neutral,0.8794839,0.11304293,0.007473135
1691,I'm dissatisfied with my job and it's affecting me emotionally. ,2022-05-16 07:04:33,8,Neutral,0.31222644,0.6517994,0.035974175
1692,"I had a misunderstanding with my mom a few weeks ago. I hadn't heard from her in a while and I really began to feel like we had grown apart, we used to be so close. ",2022-05-12 14:38:03,8,Neutral,0.9596808,0.0381037,0.0022155326
1693,I don't have effective communication skills,2022-07-03 01:06:14,8,Neutral,0.8740831,0.119082026,0.006834791
1694,Sometimes we are all hypocrites,2022-07-20 02:54:32,8,Neutral,0.94283026,0.05349562,0.0036740866
1695,disappointed,2021-12-16 14:49:55,8,Neutral,0.047164958,0.88165927,0.07117581
1696,Work harder to find a job.,2021-11-10 06:29:46,8,Neutral,0.26140425,0.5946818,0.14391392
1697,My boss must think I'm lazy.,2021-10-20 13:17:39,8,Neutral,0.6234725,0.31147382,0.06505369
1698,"I would not do anything, just keep walking and if I eve saw them again maybe bring it up depending on the situation.",2022-06-19 12:55:37,8,Neutral,0.8853928,0.1094343,0.0051728548
1699,They think I'm lazy,2022-01-29 08:15:01,8,Neutral,0.15050085,0.8299306,0.019568512
1700,that i am not good ,2021-09-20 06:14:32,8,Neutral,0.098755606,0.75790656,0.14333788
1701,Watch my back and hunker down.,2022-05-12 13:34:04,8,Neutral,0.83108675,0.16350186,0.005411369
1702,I become fond of a coworker and decide to ask her out on a date. She says she is too busy and denies.,2021-10-02 05:12:14,8,Neutral,0.009747628,0.48303238,0.50722003
1703,Disappointed,2022-05-06 15:40:59,8,Neutral,0.70028263,0.27240098,0.027316365
1704,This would mean that I've been putting my heart and soul into basically nothing and would be looking at a life barely worth living. ,2022-08-17 13:52:19,8,Neutral,0.55556387,0.3959539,0.0484822
1705,Could lose my job.,2022-04-20 14:42:59,8,Neutral,0.9340471,0.061765436,0.00418738
1706,I wouldn't do anything,2021-09-03 07:07:55,8,Neutral,0.74516284,0.23419484,0.020642342
1707,Sadness,2022-02-24 19:42:43,8,Neutral,0.81908655,0.17243756,0.00847588
1708,"I tried hard for six months, but did not learn how to do my job well enough to be able to meet my quotas.",2022-05-23 23:31:42,8,Neutral,0.80508006,0.17321889,0.021701053
1709,Anger,2022-04-04 12:11:07,8,Neutral,0.43775052,0.51349574,0.048753716
1710,My family has been planning to visit for 6 months but I am busy so I ask them to postpone the trip. They are hurt by this.,2021-11-06 04:44:42,8,Neutral,0.31447306,0.64398223,0.041544724
1711,I would be sure to talk with him the next time I see him.  I wouldn't confront him.,2022-05-31 23:26:49,8,Neutral,0.9110677,0.080594115,0.0083381
1712,If I get diseases then I might get very sick,2021-11-29 22:09:17,8,Neutral,0.24067637,0.67101324,0.08831042
1713,Working on a project with Python and have not gotten it to successfully run.,2022-07-22 03:20:06,8,Neutral,0.7964224,0.19428477,0.009292833
1714,I blend into the background too much to be noticed.,2022-08-16 11:46:31,8,Neutral,0.8474825,0.14352942,0.008988109
1715,they dont like me,2022-07-28 00:02:42,8,Neutral,0.62744766,0.34717208,0.025380252
1716,I will feel excluded.,2022-03-28 14:02:39,8,Neutral,0.8590553,0.13207206,0.008872718
1717,Being interrupted by my boss and told of more work needing to be done,2021-10-08 21:23:27,8,Neutral,0.97503316,0.022247884,0.0027189685
1718,I didn't follow the diet correctly,2022-04-19 13:39:33,8,Neutral,0.15877296,0.65885955,0.18236749
1719,I'm not good at convincing people of things.,2021-12-24 20:25:11,8,Neutral,0.06989654,0.835612,0.0944914
1720,Waving to someone that I enjoy being around.,2022-01-19 15:07:31,8,Neutral,0.7658094,0.194679,0.039511666
1721,I am trying out this new diet program and have been at it for a week now. I just weighed myself and found that I have gained a pound ,2022-07-06 13:36:16,8,Neutral,0.16684903,0.79456514,0.038585823
1722,My boss is trying to micromanage me.,2021-09-15 21:17:14,8,Neutral,0.3155579,0.6407373,0.04370478
1723,I just found out yet another job I applied for has been filled by someone else.,2022-08-25 09:37:41,8,Neutral,0.058903348,0.51867217,0.42242453
1724,I have just been fired for poor performance as a car salessperson.,2021-10-16 01:11:07,8,Neutral,0.9338064,0.062066413,0.0041270936
1725,i would try to find new job but i think no one wants to work with me because i am fired for being lazy,2022-05-16 09:34:07,8,Neutral,0.54603994,0.42175952,0.032200627
1726,I think I may consider myself to be stupid and incompetent. ,2022-07-12 10:19:29,8,Neutral,0.40145928,0.5767416,0.021799166
1727,sadness,2021-11-11 10:39:36,8,Neutral,0.7204529,0.26328748,0.016259596
1728,I need to be in a hospital,2022-03-03 04:41:12,8,Neutral,0.8444904,0.15164104,0.003868507
1729,He has been lying to me about how he feels,2021-09-22 05:04:41,8,Neutral,0.7034205,0.28142136,0.015158112
1730,It mean that I don't have a great and outgoing personality.,2022-05-18 21:14:28,8,Neutral,0.8732801,0.11812253,0.008597362
1731,Because I would not be able to achieve my weight loss goal.,2021-09-03 01:49:28,8,Neutral,0.805125,0.17949478,0.015380227
1732,She said there is nothing to do. I'd prefer to not waste my energy and grant her wish.,2022-01-10 16:15:06,8,Neutral,0.77844745,0.20871301,0.012839569
1733,We have lots of fun together.,2021-11-18 13:00:23,8,Neutral,0.26182938,0.59636873,0.14180185
1734,disappointed,2021-10-07 20:25:48,8,Neutral,0.93047684,0.06535634,0.004166802
1735,The worst that could happen is now we have to waste time with three showers instead of just one.,2022-06-28 06:23:29,8,Neutral,0.9620677,0.03450006,0.0034322492
1736,sad,2022-05-24 21:04:38,8,Neutral,0.4974191,0.44356406,0.05901682
1737,If my boss doesn't trust my work it means he thinks I am doing a bad job,2022-02-25 18:50:04,8,Neutral,0.3303621,0.5820577,0.08758019
1738,anxiety,2022-05-16 20:23:47,8,Neutral,0.08294661,0.38823378,0.52881956
1739,I cannot wait to get this done and over with.,2022-02-21 15:17:59,8,Neutral,0.08287876,0.50085187,0.41626936
1740,i would tell them to not postpone the trip,2022-02-22 21:30:40,8,Neutral,0.8643644,0.12071498,0.014920618
1741,I would hope they liked me enough to wave back,2022-05-22 16:06:16,8,Neutral,0.8596884,0.12984131,0.010470226
1742,Try and figure out where things went wrong.,2021-11-10 09:46:14,8,Neutral,0.7432127,0.236886,0.019901335
1743,Try and talk to other people.,2022-08-28 03:07:31,8,Neutral,0.7857371,0.19771665,0.016546221
1744,I would stop making money,2022-01-23 07:53:42,8,Neutral,0.6989043,0.26401702,0.037078775
1745,Writers block.,2021-11-06 15:50:42,8,Neutral,0.80947787,0.17591053,0.014611658
1746,upset,2022-04-28 00:35:25,8,Neutral,0.39561296,0.5615144,0.042872626
1747,I could fail the class.,2022-03-10 16:51:41,8,Neutral,0.356688,0.5388978,0.10441419
1748,I'd feel mad that they were pretending to my friend but they didn't really like me.,2022-06-27 22:29:27,8,Neutral,0.8419006,0.14321719,0.014882275
1749,It would mean that I have made poor choices.,2022-08-10 19:48:55,8,Neutral,0.95398885,0.041331515,0.0046796347
1750,I was not accepted by the others,2022-08-23 08:03:10,8,Neutral,0.9477748,0.048651524,0.0035737087
1751,I have no hope of ever making an income. ,2021-11-17 01:35:40,8,Neutral,0.85534483,0.13072868,0.013926515
1752,I don't really want to change.,2022-01-25 21:50:30,8,Neutral,0.90224224,0.09217332,0.0055843918
1753,That I would ruin baseball for the kids,2021-11-25 04:34:37,8,Neutral,0.1841356,0.66743916,0.14842522
1754,I seems they never really wanted to work this out.,2022-03-27 02:45:46,8,Neutral,0.1568454,0.79699194,0.0461626
1755,I might not ever recover from this financially.,2021-09-04 22:19:09,8,Neutral,0.88797545,0.101997405,0.010027234
1756,I gained a pound after being on a diet for a week,2022-03-07 12:05:29,8,Neutral,0.9556549,0.04108101,0.0032639848
1757,He is using me,2022-07-23 00:32:56,8,Neutral,0.743616,0.22461607,0.03176799
1758,It means I was insensitive to them,2022-06-28 13:12:42,8,Neutral,0.84489805,0.14635944,0.008742568
1759,Ask the potential employer for feedback or consult a hiring agency,2021-11-05 01:18:47,8,Neutral,0.743616,0.22461607,0.03176799
1760,It would be upsetting because my family is my highest priority. I would not want them to think otherwise. And I believe they would feel this way. It says to me my family is extremely important.,2021-09-20 04:27:05,8,Neutral,0.7140916,0.25764436,0.028264035
1761,I am not cool enough for these people,2022-01-23 06:53:02,8,Neutral,0.95820284,0.03912659,0.002670492
1762,Does he think I forgot?,2022-02-22 00:46:24,8,Neutral,0.8617984,0.13015862,0.00804297
1763,Has my spouse found someone else ,2022-08-20 23:26:42,8,Neutral,0.83919036,0.15201901,0.008790631
1764,im not doing a good enough job,2022-04-02 01:25:35,8,Neutral,0.80836,0.17332697,0.018313041
1765,I would feel like a failure for getting fired and be upset that I could not do what was expected of me. ,2021-10-16 11:18:46,8,Neutral,0.02206548,0.57278466,0.40514982
1766,"i waved at a coworker i like, and he didn't wave back",2022-05-25 05:00:51,8,Neutral,0.32337698,0.62265176,0.05397124
1767,I can't get what I need form her. ,2022-04-23 00:16:17,8,Neutral,0.734619,0.23595099,0.029430011
1768,Family members were hurt when I asked them to postpone their visit.,2022-08-07 11:09:16,8,Neutral,0.7757208,0.21300162,0.011277546
1769,I would change my mind and tell them to come,2022-05-30 18:01:33,8,Neutral,0.23957613,0.7172032,0.04322069
1770,I tried to have a conversation with someone at a party but he walked away.,2022-05-26 06:43:42,8,Neutral,0.9665149,0.030216873,0.0032683073
1771,annoyed,2022-08-11 11:53:53,8,Neutral,0.9170017,0.07580487,0.0071934015
1772,Would she survive?,2021-10-23 06:13:18,8,Neutral,0.77359766,0.20160803,0.02479438
1773,I'm an inexperienced salesperson and just got fired for not selling enough cars at my job.,2022-06-29 11:25:26,8,Neutral,0.7356203,0.2501654,0.014214292
1774,She could lose her job.,2022-04-28 18:49:25,8,Neutral,0.29040846,0.599772,0.10981953
1775,I will question my ability to feel secure in any job.,2021-11-13 18:24:02,8,Neutral,0.9117723,0.08102368,0.0072039985
1776,I hurt my family's feelings when I asked them to postpone visiting me again.,2022-03-02 00:25:06,8,Neutral,0.91604203,0.07503605,0.008921969
1777,We had bad storms in our community and some tornadoes came through and destroyed some of the area. No one in our extended family from out of town checked on me.,2022-03-20 00:04:20,8,Neutral,0.007186782,0.06345843,0.9293548
1778,My spouse went out to drink with coworkers and came home extremely late.,2021-10-13 13:37:49,8,Neutral,0.858262,0.13651377,0.005224257
1779,dissapointed,2022-04-09 04:23:36,8,Neutral,0.8178722,0.17369536,0.008432357
1780,Does he think I'm too stupid to do my job?,2022-04-02 11:49:07,8,Neutral,0.96358967,0.03234038,0.004069956
1781,I could get written up or fired.,2021-12-06 10:42:33,8,Neutral,0.34341785,0.5014788,0.15510333
1782,I feel my friend used me.,2021-09-29 18:18:30,8,Neutral,0.9514411,0.042769805,0.005789099
1783,Suppress my negative emotions and get back to work.,2021-09-28 05:10:41,8,Neutral,0.12565862,0.75769186,0.11664951
1784,I would work to improve so I make sure I get the position next time.,2021-09-20 23:16:23,8,Neutral,0.9247851,0.07252,0.0026949055
1785,I am in over my head.,2021-09-20 00:18:50,8,Neutral,0.95173764,0.04208398,0.0061783325
1786,disappointment,2022-07-07 13:47:48,8,Neutral,0.8959508,0.09343047,0.010618761
1787,I am not good enough to get a good job.,2022-02-23 10:35:47,8,Neutral,0.007884531,0.7730951,0.21902035
1788,I can perform well if I'm allowed the time.,2021-12-24 12:29:36,8,Neutral,0.799742,0.16871521,0.031542838
1789,It would reduce me to poverty.,2021-12-28 04:53:04,8,Neutral,0.85326725,0.14204526,0.004687394
1790,Without feedback It'll be a struggle to guess how do whats correct in order to get a job.,2022-01-16 19:14:08,8,Neutral,0.38028437,0.46144688,0.15826876
1791,Ask for help with my sister or a friend,2022-05-19 03:48:33,8,Neutral,0.7115181,0.2782743,0.010207653
1792,Why did he invite me?,2021-10-12 21:57:13,8,Neutral,0.88519275,0.11109199,0.0037152336
1793,He's  not going to like me. ,2022-05-27 11:35:23,8,Neutral,0.9553689,0.041214745,0.0034163431
1794,My boss reminded me that I had work to do at coffee,2022-03-12 19:22:30,8,Neutral,0.27928928,0.67670834,0.044002388
1795,I may snap one day and be angry at her and I will regret it,2022-06-25 12:53:26,8,Neutral,0.9453528,0.0508328,0.003814405
1796,She doesn't think I am worth going out with.,2022-08-04 19:35:06,8,Neutral,0.93288547,0.062734194,0.004380313
1797,depressed,2021-12-30 11:05:41,8,Neutral,0.9740732,0.023384945,0.0025419705
1798,I would become depressed,2021-12-29 09:05:23,8,Neutral,0.8865501,0.10390988,0.009539964
1799,"My son T was staying with his mother after his surgery. I took my son A, his twin brother age 8, to visit him at his mom's house, but A was upset for no apparent reason, probably something that happened at school. He kept changing his mind about whether he wanted to see T. When I brought him to his mom's house he was really angry to be there and wanted to leave, but then when I tried to take him back to the car he suddenly wanted to stay, then got mad and tried to throw a laptop charger at me and left a hole in his mom's bedroom door.",2021-10-05 16:39:23,8,Neutral,0.16703592,0.68221384,0.1507502
1800,Try to find out what I did wrong.,2021-10-07 06:37:35,8,Neutral,0.49604353,0.47917235,0.024784157
1801,I would question why I am sitting for two hours trying to do an essay.,2022-01-25 11:39:17,8,Neutral,0.578764,0.40111342,0.020122511
1802,I was fired for not meeting my sales quotas,2021-12-14 19:27:35,8,Neutral,0.50039095,0.4580139,0.041595157
1803,She won't want to talk about fixing things,2022-05-18 19:30:04,8,Neutral,0.15754084,0.7325663,0.10989283
1804,I would not be able to afford the repair and I would need to figure out how to get it replaced,2022-04-22 20:13:11,8,Neutral,0.031771593,0.689713,0.27851546
1805,i do not like to socialize with coworkers,2021-09-30 03:08:00,8,Neutral,0.1344082,0.427783,0.43780872
1806,I'm not good at interviewing.,2022-05-19 19:24:17,8,Neutral,0.3576179,0.51820636,0.12417577
1807,I can't do this job,2022-04-01 23:25:15,8,Neutral,0.16644548,0.6568237,0.17673084
1808,Fired from car sales job.,2021-11-27 16:01:10,8,Neutral,0.69561017,0.29401526,0.010374495
1809,Accept that I made a mistake and move on.,2022-06-24 20:45:30,8,Neutral,0.863115,0.12526995,0.011615041
1810,I like a co-worker and want to hang out with them but they are too busy.,2022-05-14 15:27:47,8,Neutral,0.18875541,0.6175723,0.19367237
1811,I give in to temptation too easily,2022-07-01 09:25:04,8,Neutral,0.9297936,0.06343637,0.0067700096
1812,Seek out help from a professional on diet,2022-08-27 05:13:56,8,Neutral,0.9294738,0.0642778,0.0062484723
1813,his family wasn't enough to keep him from drugs.,2022-04-15 10:53:15,8,Neutral,0.8821158,0.1069258,0.010958484
1814,I won't ever get to the top of something. I won't ever be great at something that I do.,2021-09-08 05:20:09,8,Neutral,0.66398376,0.301845,0.03417126
1815,Putting together sentences.,2022-04-03 12:53:37,8,Neutral,0.49868482,0.45536327,0.045951933
1816,I give too much for nothing,2021-10-08 14:24:53,8,Neutral,0.9460851,0.051142935,0.0027719517
1817,I'm not an intelligent person.,2022-04-04 18:31:20,8,Neutral,0.08510594,0.6759851,0.23890902
1818,furious,2022-06-08 15:36:51,8,Neutral,0.5709473,0.36281443,0.066238254
1819,I will be thought of as a fat and overweight person,2021-12-20 03:00:39,8,Neutral,0.9660266,0.03145566,0.002517684
1820,I would apologize.,2022-08-18 14:43:33,8,Neutral,0.23395629,0.69384325,0.072200485
1821,It would mean that I will never succeed professionally.,2022-01-30 22:10:04,8,Neutral,0.77359766,0.20160803,0.02479438
1822,I came home to find my spouse had taken all of his things and left a note saying our marriage was over.,2021-09-15 08:00:42,8,Neutral,0.27648532,0.5492594,0.17425525
1823,I probably worded that thought poorly... but if the argument was valid it would make me feel incompetent as a supervisor of my team.,2021-11-24 21:32:20,8,Neutral,0.908082,0.08337408,0.008544018
1824,I would continue to walk.,2021-12-27 00:51:36,8,Neutral,0.8786551,0.1150411,0.00630375
1825,Disappointed.,2021-10-18 09:40:25,8,Neutral,0.8822628,0.11403227,0.0037048617
1826,I'll be miserable at work.,2022-07-13 02:15:32,8,Neutral,0.40074554,0.5824392,0.01681528
1827,because i would feel i was being treated like a child,2022-02-02 13:54:26,8,Neutral,0.9122141,0.084077865,0.0037079805
1828,I went on one date with someone I met on a dating app. Afterwards they declined to go on a second date with me.,2021-11-26 00:52:23,8,Neutral,0.14251505,0.8046139,0.052871004
1829,I would become homeless.,2022-04-30 10:21:20,8,Neutral,0.743616,0.22461607,0.03176799
1830,The person knows I am worthless deep down,2021-12-24 16:10:41,8,Neutral,0.8708784,0.118017815,0.011103868
1831,I will die alone.,2021-09-05 16:20:20,8,Neutral,0.93204343,0.06156174,0.0063948105
1832,Frustration,2022-08-25 01:10:47,8,Neutral,0.8387714,0.15399636,0.007232254
1833,I am never going to find a job,2022-06-16 20:16:57,8,Neutral,0.62559855,0.3515871,0.022814356
1834,"If I am not explaining things well, perhaps I should not be teaching the class.",2021-11-18 17:05:19,8,Neutral,0.6079435,0.32773513,0.06432137
1835,Keep working on my diet for longer.,2022-08-14 04:30:48,8,Neutral,0.9539869,0.042094123,0.0039191027
1836,I would persevere and talk to others at the party.,2022-07-30 16:50:16,8,Neutral,0.87709194,0.11901074,0.0038973312
1837,Not living up to standards,2022-08-25 21:59:16,8,Neutral,0.9025631,0.08822938,0.009207582
1838,It's hard for me to lose weight easily,2022-03-23 21:47:41,8,Neutral,0.702157,0.26787964,0.02996341
1839,I would try to get a job I am good at,2022-04-02 10:41:56,8,Neutral,0.26215154,0.71277565,0.025072815
1840,He is avoiding me,2021-11-19 08:35:26,8,Neutral,0.9092701,0.08213019,0.00859977
1841,I gained weight after trying to lose weight.,2022-08-15 13:03:36,8,Neutral,0.7464581,0.23534457,0.018197335
1842,I would get back to work quickly,2021-11-23 11:26:01,8,Neutral,0.27032983,0.5980643,0.1316059
1843,Learn behaviors that help me focus. ,2022-08-19 14:37:06,8,Neutral,0.8327954,0.15655747,0.010647156
1844,If I am always fat then I will never be as healthy as I want to be,2021-10-11 10:04:42,8,Neutral,0.050607376,0.8114906,0.13790199
1845,I should make time for them,2021-11-16 14:47:43,8,Neutral,0.8812559,0.110304855,0.008439202
1846,I could be unable to afford to pay my bills.,2022-04-07 22:31:45,8,Neutral,0.59071904,0.37546748,0.033813484
1847,mortified ,2022-01-16 05:19:13,8,Neutral,0.6526884,0.32684943,0.020462126
1848,I drink ,2021-12-21 20:34:19,8,Neutral,0.7204904,0.25028056,0.02922899
1849,I would like to throw him out but that isn't feasible at this time.,2022-04-14 18:09:18,8,Neutral,0.6333783,0.33807307,0.028548583
1850,He thinks he is superior to me.,2022-08-23 08:55:46,8,Neutral,0.7182701,0.24050847,0.04122146
1851,There's no need to act like that and then go to another group and talk normally to them.,2022-01-07 09:15:34,8,Neutral,0.9536124,0.037564382,0.008823191
1852,I may have to turn it in late and get a bad grade.,2022-04-03 00:01:14,8,Neutral,0.23790577,0.56716305,0.19493116
1853,I like a coworker and ask her to hang out  but she's too busy,2022-03-20 13:48:38,8,Neutral,0.9490459,0.047407433,0.0035466193
1854,I will die without them,2022-01-12 08:15:29,8,Neutral,0.9423549,0.054848403,0.0027966422
1855,That I won't be able to get a job.,2022-04-23 01:08:01,8,Neutral,0.118350156,0.8181268,0.06352308
1856,hurt,2022-05-23 06:37:23,8,Neutral,0.79940164,0.1942063,0.006392094
1857,I would fell that I am a failure socially. ,2022-04-02 07:09:51,8,Neutral,0.16299635,0.7903131,0.046690494
1858,I would be homeless,2021-09-20 19:42:29,8,Neutral,0.3534079,0.5320951,0.11449701
1859,He meant more to me then I did to him.,2022-08-12 08:26:48,8,Neutral,0.69240487,0.28544545,0.022149729
1860,It means the relationship doesn't exist.,2021-10-03 04:25:20,8,Neutral,0.8875876,0.10692712,0.005485311
1861,dissapointed,2022-08-28 13:56:36,8,Neutral,0.60696846,0.38161635,0.011415244
1862,"I had tentative plans to get together with friends last week, but they never got back to me.",2022-05-28 11:42:16,8,Neutral,0.29124343,0.6717153,0.037041247
1863,My family doesn't respect my boundaries,2022-05-28 16:02:55,8,Neutral,0.49049842,0.44059774,0.06890379
1864,I might lose my house and my wife and family would have no where to go.,2021-09-16 01:26:51,8,Neutral,0.2591783,0.6485707,0.09225095
1865,Redouble my efforts to find a decent job,2022-04-20 11:45:20,8,Neutral,0.54452986,0.41936544,0.036104668
1866,fear,2022-06-08 12:02:34,8,Neutral,0.7653034,0.19941263,0.0352841
1867,I would want to give up,2021-09-19 00:29:59,8,Neutral,0.8376082,0.14864539,0.013746345
1868,I will be divorced.,2021-10-30 15:43:17,8,Neutral,0.004684329,0.1774904,0.81782526
1869,I dont want him to feel as though he has to do things for me,2022-05-22 12:52:29,8,Neutral,0.90366954,0.08966634,0.0066641816
1870,Maybe I'm not very good at judging people.,2022-04-12 08:33:42,8,Neutral,0.9386809,0.057579394,0.0037396553
1871,I am no good at social situations,2021-10-13 23:40:03,8,Neutral,0.9341761,0.05848202,0.0073419344
1872,depressed,2021-10-10 04:25:58,8,Neutral,0.9434908,0.053138286,0.0033709444
1873,I would have been able to accomplish something else had I not wasted the time. It would mean I was incompetent for that stretch of time.,2022-05-15 07:37:42,8,Neutral,0.15115316,0.7833781,0.06546868
1874,I'd feel like I wasn't a good employee and not desired by others.  ,2021-09-14 03:53:01,8,Neutral,0.8140446,0.16795975,0.01799568
1875,I received a phone call informing me I did not get a job I applied for.,2021-09-21 23:56:36,8,Neutral,0.014317641,0.25172907,0.73395336
1876,My friend stopped allowing me to babysit her baby because I started babysitting her nephew.,2022-04-02 18:38:01,8,Neutral,0.9004774,0.09384471,0.0056779236
1877,"The worst that could happen would be having to stay late and my boss lecturing me in his office about time efficiency on the job. It would mean I'm inefficient with the basics of time management. This means my boss would feel he'd have to stay on top of me, and I'd feel I can't fit tasks in during the proper time.",2022-03-21 00:47:20,8,Neutral,0.9010622,0.09176534,0.0071724476
1878,"I would start writing the essay, even if it's not too good so I can edit and improve it later.",2022-05-31 21:48:34,8,Neutral,0.743616,0.22461607,0.03176799
1879,I have nothing good to offer anymore,2021-09-03 10:39:12,8,Neutral,0.9142099,0.08103219,0.0047579394
1880,I am mean.,2022-05-11 23:04:49,8,Neutral,0.045840442,0.3532209,0.6009386
1881,She has found someone better than me.,2021-09-10 20:14:13,8,Neutral,0.8152445,0.17257093,0.012184675
1882,I WAS SO DISAPPOINTED,2022-03-18 02:06:57,8,Neutral,0.7739495,0.20501098,0.021039471
1883,Apologize and reschedule,2021-10-24 02:06:30,8,Neutral,0.833588,0.15125324,0.015158681
1884,trying to get a job but was not possible,2022-01-28 07:53:29,8,Neutral,0.16739567,0.71924037,0.113363974
1885,I am a selfish person,2021-09-06 11:29:14,8,Neutral,0.5977955,0.3667556,0.035448875
1886,I feel silly for getting my hopes up for him,2022-01-18 00:40:23,8,Neutral,0.96350944,0.034660604,0.0018299301
1887,I cannot get time back,2022-01-31 10:03:14,8,Neutral,0.8707193,0.113463014,0.015817676
1888,it means i shouldn't raise my own family,2021-09-21 17:00:18,8,Neutral,0.6476349,0.30801183,0.044353228
1889,family wants to visit me but i said i have been too busy.  they are hurt by this,2021-10-03 18:10:17,8,Neutral,0.35013396,0.5236193,0.12624674
1890,Forgotten,2021-10-28 13:36:30,8,Neutral,0.0852857,0.3597486,0.55496573
